From	To	Species	Gene Name
METTL8	Q99KI7	Mus musculus	methyltransferase like 8
METTL8	Q8CA70	Mus musculus	methyltransferase like 8
METTL8	A2AUU3	Mus musculus	methyltransferase like 8
METTL8	Q2XV36	Mus musculus	methyltransferase like 8
METTL8	Q2XV35	Mus musculus	methyltransferase like 8
METTL8	Q5U3G9	Danio rerio	methyltransferase like 8
METTL8	A8WHR1	Danio rerio	methyltransferase like 8
METTL8	B3KW44	Homo sapiens	methyltransferase like 8
METTL8	Q53TM9	Homo sapiens	methyltransferase like 8
METTL8	A8K7U3	Homo sapiens	methyltransferase like 8
METTL8	Q9H825	Homo sapiens	methyltransferase like 8
METTL8	Q53TQ0	Homo sapiens	methyltransferase like 8
SSBP4	Q9BWG4	Homo sapiens	single stranded DNA binding protein 4
SSBP4	Q9BWW5	Homo sapiens	single stranded DNA binding protein 4
SSBP4	Q6AY89	Rattus norvegicus	single stranded DNA binding protein 4
SSBP4	Q99LZ8	Mus musculus	single stranded DNA binding protein 4
SSBP4	Q3U4B1	Mus musculus	single stranded DNA binding protein 4
SSBP4	Q503T8	Danio rerio	zgc:110158; single stranded DNA binding protein 4
SSBP4	Q0V8A5	Bos taurus	single stranded DNA binding protein 4
SSBP4	Q0V8H9	Bos taurus	single stranded DNA binding protein 4
SSBP4	Q3B7L7	Bos taurus	single stranded DNA binding protein 4
ZCCHC2	Q9NXF6	Homo sapiens	zinc finger, CCHC domain containing 2
ZCCHC2	Q9C0B9	Homo sapiens	zinc finger, CCHC domain containing 2
ZCCHC2	Q8N3S1	Homo sapiens	zinc finger, CCHC domain containing 2
ZCCHC2	Q9BRD4	Homo sapiens	zinc finger, CCHC domain containing 2
ZCCHC2	Q498S6	Rattus norvegicus	Tumor necrosis factor receptor superfamily, member 11a; zinc finger, CCHC domain containing 2
ZCCHC2	B0BLW2	Xenopus (Silurana) tropicalis	zinc finger, CCHC domain containing 2
ZCCHC2	Q69ZB8	Mus musculus	zinc finger, CCHC domain containing 2
ZCCHC2	Q8CB08	Mus musculus	zinc finger, CCHC domain containing 2
ZCCHC2	Q7TNF1	Mus musculus	zinc finger, CCHC domain containing 2
COL23A1	Q86Y22	Homo sapiens	collagen, type XXIII, alpha 1
COL23A1	Q9NT93	Homo sapiens	collagen, type XXIII, alpha 1
COL23A1	Q8IVR4	Homo sapiens	collagen, type XXIII, alpha 1
COL23A1	Q810Y4	Rattus norvegicus	collagen, type XXIII, alpha 1
COL23A1	Q5SUQ0	Mus musculus	similar to procollagen, type XXIII, alpha 1; collagen, type XXIII, alpha 1
COL23A1	Q8K4G2	Mus musculus	similar to procollagen, type XXIII, alpha 1; collagen, type XXIII, alpha 1
IPO9	A7YY22	Bos taurus	importin 9
IPO9	Q9ULM8	Homo sapiens	importin 9
IPO9	Q8N1Y1	Homo sapiens	importin 9
IPO9	Q96SU6	Homo sapiens	importin 9
IPO9	Q9P0A8	Homo sapiens	importin 9
IPO9	Q8N3I2	Homo sapiens	importin 9
IPO9	Q9NW01	Homo sapiens	importin 9
IPO9	Q8NCG9	Homo sapiens	importin 9
IPO9	B1ASV5	Homo sapiens	importin 9
IPO9	Q96P70	Homo sapiens	importin 9
IPO9	A0JP72	Xenopus (Silurana) tropicalis	hypothetical protein LOC100036619
IPO9	Q6PCR2	Danio rerio	importin 9
IPO9	A2VD24	Danio rerio	importin 9
IPO9	Q66J67	Xenopus laevis	MGC81741 protein
IPO9	Q69ZP1	Mus musculus	importin 9
IPO9	Q91YE6	Mus musculus	importin 9
IPO9	Q4G0B8	Mus musculus	importin 9
IPO9	Q924M4	Mus musculus	importin 9
IPO9	Q924M3	Mus musculus	importin 9
PROSC	Q3T0G5	Bos taurus	proline synthetase co-transcribed homolog (bacterial)
PROSC	B1H1M3	Danio rerio	proline synthetase co-transcribed homolog (bacterial)
PROSC	A2VD65	Xenopus laevis	hypothetical protein LOC100037173
PROSC	O94903	Homo sapiens	proline synthetase co-transcribed homolog (bacterial)
PROSC	Q6FI94	Homo sapiens	proline synthetase co-transcribed homolog (bacterial)
PROSC	Q5R4Z1	Pongo abelii	proline synthetase co-transcribed homolog (bacterial)
PROSC	Q3UYN1	Mus musculus	proline synthetase co-transcribed
PROSC	Q9Z2Y8	Mus musculus	proline synthetase co-transcribed
PROSC	Q80ZV3	Mus musculus	proline synthetase co-transcribed
PROSC	Q6P8V7	Mus musculus	proline synthetase co-transcribed
PROSC	Q544R1	Mus musculus	proline synthetase co-transcribed
PROSC	Q9D9Z8	Mus musculus	proline synthetase co-transcribed
PROSC	B5X4B5	Salmo salar	Proline synthetase co-transcribed bacterial homolog protein
ZFP26	B2RYA9	Rattus norvegicus	zinc finger protein 26
ZFP26	Q3UR72	Mus musculus	zinc finger protein 26
ZFP26	Q5DTI1	Mus musculus	zinc finger protein 26
ZFP26	Q8C4J2	Mus musculus	zinc finger protein 26
ZFP26	Q60912	Mus musculus	zinc finger protein 26
ZFP26	P10076	Mus musculus	zinc finger protein 26
ZFP26	O88246	Mus musculus	zinc finger protein 26
ZFP26	Q8CE00	Mus musculus	zinc finger protein 26
ZFP26	O88247	Mus musculus	zinc finger protein 26
EIF4G3	Q80Y69	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	Q3V075	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	Q6GQV5	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	Q8C6Q3	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	Q80XI3	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	A2AMI3	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	Q8CIH0	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	A2AMI2	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	Q8BQF3	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	A2AMI7	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	Q6DI78	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	Q8BJ68	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	Q8BQR8	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	A2AMI6	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	A2AMI4	Mus musculus	eukaryotic translation initiation factor 4 gamma, 3; similar to Eukaryotic translation initiation factor 4 gamma 3 (eIF-4-gamma 3) (eIF-4G 3) (eIF4G 3) (eIF-4-gamma II) (eIF4GII)
EIF4G3	Q6RZX2	Equus caballus	eukaryotic translation initiation factor 4 gamma, 3
EIF4G3	Q2YDE1	Bos taurus	eukaryotic translation initiation factor 4 gamma, 3
EIF4G3	O43432	Homo sapiens	eukaryotic translation initiation factor 4 gamma, 3
EIF4G3	Q5SWD0	Homo sapiens	eukaryotic translation initiation factor 4 gamma, 3
EIF4G3	Q8NEN1	Homo sapiens	eukaryotic translation initiation factor 4 gamma, 3
EIF4G3	Q15597	Homo sapiens	eukaryotic translation initiation factor 4 gamma, 3
EIF4G3	Q5SWC3	Homo sapiens	eukaryotic translation initiation factor 4 gamma, 3
EIF4G3	Q59GJ0	Homo sapiens	eukaryotic translation initiation factor 4 gamma, 3
EIF4G3	Q504Z1	Homo sapiens	eukaryotic translation initiation factor 4 gamma, 3
MANEAL	A7MB02	Bos taurus	hypothetical LOC526978
MANEAL	Q3UVP2	Mus musculus	mannosidase, endo-alpha-like
MANEAL	Q6P1J0	Mus musculus	mannosidase, endo-alpha-like
MANEAL	Q8N5P8	Homo sapiens	mannosidase, endo-alpha-like
MANEAL	Q5VSG8	Homo sapiens	mannosidase, endo-alpha-like
MANEAL	Q96N42	Homo sapiens	mannosidase, endo-alpha-like
MANEAL	Q6DD86	Homo sapiens	mannosidase, endo-alpha-like
MANEAL	Q96G55	Homo sapiens	mannosidase, endo-alpha-like
MANEAL	Q6P497	Homo sapiens	mannosidase, endo-alpha-like
MANEAL	Q6DE40	Xenopus laevis	mannosidase, endo-alpha
KRIT1	Q506L6	Homo sapiens	KRIT1, ankyrin repeat containing
KRIT1	A6NNU0	Homo sapiens	KRIT1, ankyrin repeat containing
KRIT1	Q6U276	Homo sapiens	KRIT1, ankyrin repeat containing
KRIT1	O00522	Homo sapiens	KRIT1, ankyrin repeat containing
KRIT1	Q9HAX5	Homo sapiens	KRIT1, ankyrin repeat containing
KRIT1	Q9H180	Homo sapiens	KRIT1, ankyrin repeat containing
KRIT1	O43894	Homo sapiens	KRIT1, ankyrin repeat containing
KRIT1	Q9H264	Homo sapiens	KRIT1, ankyrin repeat containing
KRIT1	Q75N19	Homo sapiens	KRIT1, ankyrin repeat containing
KRIT1	A4D1F7	Homo sapiens	KRIT1, ankyrin repeat containing
KRIT1	Q7SY27	Danio rerio	KRIT1, ankyrin repeat containing
KRIT1	Q0Z803	Danio rerio	KRIT1, ankyrin repeat containing
KRIT1	Q6TNJ1	Bos taurus	KRIT1, ankyrin repeat containing
KRIT1	B2GU92	Xenopus (Silurana) tropicalis	hypothetical protein LOC100158531
KRIT1	B2RUA8	Mus musculus	KRIT1, ankyrin repeat containing
KRIT1	Q6VSV2	Mus musculus	KRIT1, ankyrin repeat containing
KRIT1	Q7TPR8	Mus musculus	KRIT1, ankyrin repeat containing
KRIT1	Q5U463	Mus musculus	KRIT1, ankyrin repeat containing
KRIT1	Q9ERH0	Mus musculus	KRIT1, ankyrin repeat containing
KRIT1	Q8C9Q6	Mus musculus	KRIT1, ankyrin repeat containing
KRIT1	Q9EPY2	Mus musculus	KRIT1, ankyrin repeat containing
KRIT1	Q6S5J6	Mus musculus	KRIT1, ankyrin repeat containing
KRIT1	Q5ZIB7	Gallus gallus	KRIT1, ankyrin repeat containing
KRIT1	B5DF47	Rattus norvegicus	KRIT1, ankyrin repeat containing
KRIT1	B5X312	Salmo salar	Krev interaction trapped protein 1
TMEM182	Q0V9E0	Xenopus (Silurana) tropicalis	Transmembrane protein 182
TMEM182	Q8WW45	Homo sapiens	transmembrane protein 182
TMEM182	Q3B7B8	Homo sapiens	transmembrane protein 182
TMEM182	Q53TT9	Homo sapiens	transmembrane protein 182
TMEM182	Q96NR4	Homo sapiens	transmembrane protein 182
TMEM182	Q6ZP80	Homo sapiens	transmembrane protein 182
TMEM182	Q6GMU0	Homo sapiens	transmembrane protein 182
TMEM182	A4IF75	Bos taurus	transmembrane protein 182
TMEM182	B2RVY9	Mus musculus	transmembrane protein 182
MDM2	Q9PVL2	Gallus gallus	Mdm2, transformed 3T3 cell double minute 2, p53 binding protein (mouse)
MDM2	Q569X0	Mus musculus	transformed mouse 3T3 cell double minute 2
MDM2	P23804	Mus musculus	transformed mouse 3T3 cell double minute 2
MDM2	Q61040	Mus musculus	transformed mouse 3T3 cell double minute 2
MDM2	Q2L9A9	Mus musculus	transformed mouse 3T3 cell double minute 2
MDM2	Q91XK7	Mus musculus	transformed mouse 3T3 cell double minute 2
MDM2	Q64330	Mus musculus	transformed mouse 3T3 cell double minute 2
MDM2	Q3TVL4	Mus musculus	transformed mouse 3T3 cell double minute 2
MDM2	P56950	Canis lupus	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q95KN5	Canis lupus	Mdm2 p53 binding protein homolog (mouse)
MDM2	A7Y496	Sus scrofa	Mdm2 p53 binding protein homolog (mouse)
MDM2	P56273	Xenopus laevis	MGC81897 protein
MDM2	Q6GMB5	Xenopus laevis	MGC81897 protein
MDM2	A5PJW5	Bos taurus	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q6P3Q9	Xenopus (Silurana) tropicalis	Mdm2 p53 binding protein homolog
MDM2	P56951	Equus caballus	double minute 2 protein
MDM2	Q8NDW2	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q86WA2	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q86WA3	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q86WA4	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q86WA5	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	A6NL51	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	A8K2S6	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q9UGI3	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q8NDW0	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q8NDW1	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q9H4C2	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q96DS5	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q9H4C4	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q00987	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q9H4C3	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q9H4C5	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q96DS0	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q8TE46	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q8NDV9	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q8TE47	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q96DS4	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q96DS2	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	A7UKX7	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	A7UKX8	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q8WYJ3	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	A7UKX9	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q546E6	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q8WYJ2	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q8WYJ1	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q9UMT8	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q13297	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q13299	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q13298	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q53XW0	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q13226	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q13301	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q13300	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q71TW9	Homo sapiens	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q7YRZ8	Felis catus	Mdm2 p53 binding protein homolog (mouse)
MDM2	Q4V9B1	Danio rerio	transformed 3T3 cell double minute 2 homolog (mouse)
MDM2	B0R0S8	Danio rerio	transformed 3T3 cell double minute 2 homolog (mouse)
MDM2	Q561Z0	Danio rerio	transformed 3T3 cell double minute 2 homolog (mouse)
MDM2	B0R0S9	Danio rerio	transformed 3T3 cell double minute 2 homolog (mouse)
MDM2	Q5RF93	Pongo abelii	Mdm2 p53 binding protein homolog (mouse)
GPAM	A1A5I8	Xenopus laevis	mitochondrial glycerol 3-phosphate acyltransferase
GPAM	Q69ZG4	Mus musculus	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	Q8VCT2	Mus musculus	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	Q61586	Mus musculus	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	P97565	Rattus norvegicus	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	P97566	Rattus norvegicus	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	O35349	Rattus norvegicus	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	P97564	Rattus norvegicus	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	Q5GJ77	Bos taurus	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	Q86TA3	Homo sapiens	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	Q6ZMF6	Homo sapiens	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	Q8N1G6	Homo sapiens	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	Q9HCL2	Homo sapiens	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	Q86T70	Homo sapiens	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	Q6ZMG4	Homo sapiens	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	Q5VW52	Homo sapiens	glycerol-3-phosphate acyltransferase, mitochondrial
GPAM	Q5VW51	Homo sapiens	glycerol-3-phosphate acyltransferase, mitochondrial
NLRP9C	Q3ULL8	Mus musculus	NLR family, pyrin domain containing 9C
NLRP9C	Q6UTW8	Mus musculus	NLR family, pyrin domain containing 9C
NLRP9C	Q66X01	Mus musculus	NLR family, pyrin domain containing 9C
UBE2U	Q5VVX9	Homo sapiens	ubiquitin-conjugating enzyme E2U (putative)
UBE2U	Q8N1D4	Homo sapiens	ubiquitin-conjugating enzyme E2U (putative)
UBE2U	A6H745	Bos taurus	ubiquitin-conjugating enzyme E2U (putative)
UBE2U	Q3V081	Mus musculus	ubiquitin-conjugating enzyme E2U (putative)
XYLB	Q0I345	Histophilus somni	HS_0588
XYLB	Q83J34	Shigella flexneri	SFV_3976; S4161; SF3608
XYLB	Q7BZ02	Shigella flexneri	SFV_3976; S4161; SF3608
XYLB	Q0SY84	Shigella flexneri	SFV_3976; S4161; SF3608
XYLB	Q2SHL3	Hahella chejuensis	HCH_03095
XYLB	B5RM99	Borrelia duttonii	BDU_547
XYLB	B9JSR7	Agrobacterium vitis	Avi_3833
XYLB	Q89VC8	Bradyrhizobium japonicum	blr1119
XYLB	A1A0I0	Bifidobacterium adolescentis	BAD_0432
XYLB	A5GI27	Synechococcus sp. WH 7803	SynWH7803_0166
XYLB	B5YDM9	Dictyoglomus thermophilum	DICTH_0771
XYLB	Q92LW8	Sinorhizobium meliloti	SMc03164
XYLB	Q7NWW7	Chromobacterium violaceum	CV_1862
XYLB	B0BZ48	Acaryochloris marina	AM1_4517
XYLB	Q3SYZ6	Bos taurus	xylulokinase homolog (H. influenzae)
XYLB	O85841	Novosphingobium aromaticivorans	pNL1_p012
XYLB	C1AL63	Mycobacterium bovis	JTY_0749; Mb0750; BCG_0779
XYLB	Q7U1E3	Mycobacterium bovis	JTY_0749; Mb0750; BCG_0779
XYLB	A1KGL0	Mycobacterium bovis	JTY_0749; Mb0750; BCG_0779
XYLB	Q4KC52	Pseudomonas fluorescens	PFL_3075
XYLB	Q660X9	Borrelia garinii	BG0555
XYLB	B0RFA6	Clavibacter michiganensis	CMS_2095
XYLB	B6J5X8	Coxiella burnetii	xylulose kinase
XYLB	A9KGM0	Coxiella burnetii	xylulose kinase
XYLB	Q83EH5	Coxiella burnetii	xylulose kinase
XYLB	A4VLK7	Pseudomonas stutzeri	PST_2195
XYLB	Q6DB06	Pectobacterium atrosepticum	ECA0096
XYLB	A7Z523	Bacillus amyloliquefaciens	RBAM_017360
XYLB	B4F2W7	Proteus mirabilis	PMI1272
XYLB	Q9CFG8	Lactococcus lactis	Xylulose kinase
XYLB	B2S2P3	Treponema pallidum	TPASS_0295
XYLB	A3N3K1	Actinobacillus pleuropneumoniae	APL_1907
XYLB	Q7CV25	Agrobacterium tumefaciens	Atu4482; Arad_3939
XYLB	B9JAF6	Agrobacterium tumefaciens	Atu4482; Arad_3939
XYLB	A9M9H4	Brucella canis	BCAN_A0561
XYLB	Q4L930	Staphylococcus haemolyticus	SH0536
XYLB	Q5N1I8	Synechococcus elongatus	syc1642_d
XYLB	B2VKL6	Erwinia tasmaniensis	ETA_16660
XYLB	Q5R830	Pongo abelii	xylulokinase homolog (H. influenzae)
XYLB	Q8KU77	Enterococcus faecalis	EF0557
XYLB	Q7C3R2	Enterococcus faecalis	EF0557
XYLB	A4F888	Saccharopolyspora erythraea	SACE_0929
XYLB	A6TFI0	Klebsiella pneumoniae	KPN_03928; KP1_5275
XYLB	C4X272	Klebsiella pneumoniae	KPN_03928; KP1_5275
XYLB	A8FE32	Bacillus pumilus	BPUM_1828
XYLB	Q5LV47	Ruegeria pomeroyi	SPO0855
XYLB	Q5WKJ2	Bacillus clausii	ABC0573
XYLB	Q882C6	Pseudomonas syringae group genomosp. 3	PSPTO_2702
XYLB	Q0SBJ8	Rhodococcus jostii	RHA1_ro03285
XYLB	A9GEB5	Sorangium cellulosum	sce9296
XYLB	Q8R8Q3	Thermoanaerobacter tengcongensis	TTE1942
XYLB	B3DR48	Bifidobacterium longum	BLD_1886; BL1709
XYLB	Q8G3P8	Bifidobacterium longum	BLD_1886; BL1709
XYLB	Q739D1	Bacillus cereus	BCE_2211
XYLB	B2TQR2	Clostridium botulinum	CLL_A3333
XYLB	Q6M8P0	Corynebacterium glutamicum	cg0147
XYLB	Q8NU35	Corynebacterium glutamicum	cg0147
XYLB	Q4QLI1	Haemophilus influenzae	NTHI1277
XYLB	B2HCV0	Mycobacterium marinum	MMAR_1066
XYLB	Q7UJA9	Rhodopirellula baltica	RB12012
XYLB	Q57EI3	Brucella abortus	BAB1_0571; BruAb1_0570
XYLB	Q2YMQ1	Brucella abortus	BAB1_0571; BruAb1_0570
XYLB	Q3MIF4	Rattus norvegicus	xylulokinase homolog (H. influenzae)
XYLB	A6V5E5	Pseudomonas aeruginosa	PSPA7_2920
XYLB	A4IP66	Geobacillus thermodenitrificans	GTNG_1756
XYLB	Q83ST8	Salmonella enterica	SPA3511; STY4138; SeAg_B3874; SeHA_C3983; SPC_3739; SG3772; STM3660; SC3702; SC3595; SNSL254_A3938; SeD_A4043; SEN3482; t3859
XYLB	B4T951	Salmonella enterica	SPA3511; STY4138; SeAg_B3874; SeHA_C3983; SPC_3739; SG3772; STM3660; SC3702; SC3595; SNSL254_A3938; SeD_A4043; SEN3482; t3859
XYLB	B4SWK8	Salmonella enterica	SPA3511; STY4138; SeAg_B3874; SeHA_C3983; SPC_3739; SG3772; STM3660; SC3702; SC3595; SNSL254_A3938; SeD_A4043; SEN3482; t3859
XYLB	Q8ZL91	Salmonella enterica	SPA3511; STY4138; SeAg_B3874; SeHA_C3983; SPC_3739; SG3772; STM3660; SC3702; SC3595; SNSL254_A3938; SeD_A4043; SEN3482; t3859
XYLB	B5R4P7	Salmonella enterica	SPA3511; STY4138; SeAg_B3874; SeHA_C3983; SPC_3739; SG3772; STM3660; SC3702; SC3595; SNSL254_A3938; SeD_A4043; SEN3482; t3859
XYLB	Q57I54	Salmonella enterica	SPA3511; STY4138; SeAg_B3874; SeHA_C3983; SPC_3739; SG3772; STM3660; SC3702; SC3595; SNSL254_A3938; SeD_A4043; SEN3482; t3859
XYLB	B5RGL7	Salmonella enterica	SPA3511; STY4138; SeAg_B3874; SeHA_C3983; SPC_3739; SG3772; STM3660; SC3702; SC3595; SNSL254_A3938; SeD_A4043; SEN3482; t3859
XYLB	B5FLD5	Salmonella enterica	SPA3511; STY4138; SeAg_B3874; SeHA_C3983; SPC_3739; SG3772; STM3660; SC3702; SC3595; SNSL254_A3938; SeD_A4043; SEN3482; t3859
XYLB	Q8Z2B7	Salmonella enterica	SPA3511; STY4138; SeAg_B3874; SeHA_C3983; SPC_3739; SG3772; STM3660; SC3702; SC3595; SNSL254_A3938; SeD_A4043; SEN3482; t3859
XYLB	B5EX71	Salmonella enterica	SPA3511; STY4138; SeAg_B3874; SeHA_C3983; SPC_3739; SG3772; STM3660; SC3702; SC3595; SNSL254_A3938; SeD_A4043; SEN3482; t3859
XYLB	Q5PLM7	Salmonella enterica	SPA3511; STY4138; SeAg_B3874; SeHA_C3983; SPC_3739; SG3772; STM3660; SC3702; SC3595; SNSL254_A3938; SeD_A4043; SEN3482; t3859
XYLB	C0Q1C1	Salmonella enterica	SPA3511; STY4138; SeAg_B3874; SeHA_C3983; SPC_3739; SG3772; STM3660; SC3702; SC3595; SNSL254_A3938; SeD_A4043; SEN3482; t3859
